PVSYST 8.1.4
,File,File date,Description
Project,Schaeffler Phase2 _Project.PRJ,06/12/25 09h13,Schaeffler  Phase 2:,
Geographical Site,Schaeffler SA, 58 Burman Rd, Deal Party, Gqeberha_MN82.SIT,06/12/25 09h13,Schaeffler SA, 58 Burman Rd, Deal Party, Gqeberha;South Africa;Africa;,
Weather data,Schaeffler SA_ 58 Burman Rd_ Deal Party_ Gqeberha_MN82_SYN.MET,17/02/25 20h03,Schaeffler SA, 58 Burman Rd, Deal Party, Gqeberha;Meteonorm 8.2 (2000-2017), Sat=100%;Synthetic,
Simulation variant,Schaeffler Phase2 _Project.VC2,27/07/26 19h06,Press-Shop Warehouse Sawtooth,
Simulation date,,28/07/26 12h42

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobInc,GlobEff,EArray,E_Grid,EReGrid,PR
    ,W/m²,W/m²,kW,kW,kVAh,ratio

10/02/90 14:00,535.63,492.59,456.14,444.73,147.78,0.7915
10/02/90 15:00,465.58,428.32,399.99,390.39,129.57,0.7993
10/02/90 16:00,316.93,287.9,272.53,266.68,88.27,0.8021
10/02/90 17:00,190.05,168.77,160.13,156.84,51.79,0.7867
10/02/90 18:00,53.485,46.327,41.417,40.017,13.178,0.7132
10/02/90 19:00,0,0,0,-0.028,-0.0092,0
10/02/90 20:00,0,0,0,-0.028,-0.0092,0
10/02/90 21:00,0,0,0,-0.028,-0.0092,0
10/02/90 22:00,0,0,0,-0.028,-0.0092,0
10/02/90 23:00,0,0,0,-0.028,-0.0092,0
11/02/90 00:00,0,0,0,-0.028,-0.0092,0
11/02/90 01:00,0,0,0,-0.028,-0.0092,0
11/02/90 02:00,0,0,0,-0.028,-0.0092,0
11/02/90 03:00,0,0,0,-0.028,-0.0092,0
11/02/90 04:00,0,0,0,-0.028,-0.0092,0
11/02/90 05:00,0,0,0,-0.028,-0.0092,0
11/02/90 06:00,58.093,41.208,37.228,35.811,11.791,0.5876
11/02/90 07:00,182.52,156.6,151.56,148.49,49.013,0.7755
11/02/90 08:00,411.84,369.83,354.35,346.48,114.85,0.802
11/02/90 09:00,685.22,636.11,554.83,540.1,179.79,0.7514
11/02/90 10:00,763.54,713.47,597.14,580.55,193.44,0.7248
11/02/90 11:00,472.35,435.71,407.43,397.78,132.02,0.8028
11/02/90 12:00,513.18,471.03,439.35,428.59,142.35,0.7961
11/02/90 13:00,606.17,561.22,512.71,499.28,166.09,0.7852
11/02/90 14:00,525.82,485.29,450.09,438.89,145.82,0.7957
11/02/90 15:00,394.5,360.82,339.59,331.91,110.01,0.802
11/02/90 16:00,461.52,423.09,395.74,386.06,128.17,0.7974
11/02/90 17:00,353.52,308.17,289.73,282.87,93.773,0.7627
11/02/90 18:00,105.39,70.582,64.717,63.028,20.783,0.5701
11/02/90 19:00,0,0,0,-0.028,-0.0092,0
11/02/90 20:00,0,0,0,-0.028,-0.0092,0
11/02/90 21:00,0,0,0,-0.028,-0.0092,0
11/02/90 22:00,0,0,0,-0.028,-0.0092,0
11/02/90 23:00,0,0,0,-0.028,-0.0092,0
12/02/90 00:00,0,0,0,-0.028,-0.0092,0
12/02/90 01:00,0,0,0,-0.028,-0.0092,0
12/02/90 02:00,0,0,0,-0.028,-0.0092,0
12/02/90 03:00,0,0,0,-0.028,-0.0092,0
12/02/90 04:00,0,0,0,-0.028,-0.0092,0
12/02/90 05:00,0,0,0,-0.028,-0.0092,0
12/02/90 06:00,55.586,39.95,36.095,34.694,11.424,0.595
12/02/90 07:00,198.45,164.75,159.94,156.66,51.73,0.7525
12/02/90 08:00,413.16,370.83,355.99,348.07,115.39,0.8031
12/02/90 09:00,638.51,592.17,527.45,513.78,170.93,0.767
12/02/90 10:00,811.33,760.89,625.06,607.3,202.47,0.7135
12/02/90 11:00,881.74,828.41,657.37,638.16,212.93,0.6899
12/02/90 12:00,877.04,824.35,653.51,634.42,211.67,0.6895
12/02/90 13:00,834.86,783.73,631.9,613.67,204.67,0.7007
12/02/90 14:00,778.57,729.53,603.31,586.19,195.41,0.7177
12/02/90 15:00,630.81,587.33,524.31,510.21,169.81,0.771
12/02/90 16:00,448.48,411.51,383.44,374.17,124.19,0.7953
12/02/90 17:00,255.89,224.31,212.09,207.53,68.64,0.7731
12/02/90 18:00,88.438,61.756,56.255,54.712,18.031,0.5897
12/02/90 19:00,0,0,0,-0.028,-0.0092,0
12/02/90 20:00,0,0,0,-0.028,-0.0092,0
12/02/90 21:00,0,0,0,-0.028,-0.0092,0
12/02/90 22:00,0,0,0,-0.028,-0.0092,0
12/02/90 23:00,0,0,0,-0.028,-0.0092,0
13/02/90 00:00,0,0,0,-0.028,-0.0092,0
13/02/90 01:00,0,0,0,-0.028,-0.0092,0
13/02/90 02:00,0,0,0,-0.028,-0.0092,0
13/02/90 03:00,0,0,0,-0.028,-0.0092,0
13/02/90 04:00,0,0,0,-0.028,-0.0092,0
13/02/90 05:00,0,0,0,-0.028,-0.0092,0
13/02/90 06:00,48.979,40.25,36.155,34.785,11.453,0.677
13/02/90 07:00,180.36,155.12,149.69,146.66,48.404,0.7751
13/02/90 08:00,368.82,330.98,317.57,310.73,102.92,0.8031
13/02/90 09:00,442.5,404.61,384,375.15,124.43,0.8082
13/02/90 10:00,522.79,481.72,451.61,440.53,146.34,0.8033
13/02/90 11:00,723.12,673.94,576.59,560.75,186.77,0.7392
13/02/90 12:00,897.87,844.04,662.23,642.77,214.5,0.6824
13/02/90 13:00,918.76,864.94,669.43,649.57,216.83,0.674
13/02/90 14:00,886.21,834.04,652.52,633.31,211.35,0.6812
13/02/90 15:00,738.46,691.04,578.47,562.27,187.36,0.7258
13/02/90 16:00,478.03,438.73,403.09,393.18,130.56,0.7841
13/02/90 17:00,231,203.67,190.81,186.85,61.751,0.771
13/02/90 18:00,74.724,57.31,51.398,49.907,16.441,0.6367
13/02/90 19:00,0,0,0,-0.028,-0.0092,0
13/02/90 20:00,0,0,0,-0.028,-0.0092,0
13/02/90 21:00,0,0,0,-0.028,-0.0092,0
13/02/90 22:00,0,0,0,-0.028,-0.0092,0
13/02/90 23:00,0,0,0,-0.028,-0.0092,0
14/02/90 00:00,0,0,0,-0.028,-0.0092,0
14/02/90 01:00,0,0,0,-0.028,-0.0092,0
14/02/90 02:00,0,0,0,-0.028,-0.0092,0
14/02/90 03:00,0,0,0,-0.028,-0.0092,0
14/02/90 04:00,0,0,0,-0.028,-0.0092,0
14/02/90 05:00,0,0,0,-0.028,-0.0092,0
14/02/90 06:00,54.113,37.912,34.256,32.862,10.82,0.5789
14/02/90 07:00,210.43,171.02,166.83,163.34,53.957,0.7399
14/02/90 08:00,456.7,409.38,392.72,383.7,127.31,0.8009
14/02/90 09:00,638.08,591.7,528.93,515.2,171.4,0.7697
14/02/90 10:00,779.08,729.66,611.16,593.95,197.96,0.7267
14/02/90 11:00,835.44,784.23,638.8,620.37,206.9,0.7078
14/02/90 12:00,896.52,842.75,668.27,648.49,216.44,0.6895
14/02/90 13:00,793,741.26,614.47,596.93,199.01,0.7176
14/02/90 14:00,723.78,675.38,579.08,562.93,187.55,0.7414
14/02/90 15:00,579.78,537.75,494.29,481.29,160.08,0.7913
14/02/90 16:00,387.6,353.5,335.41,327.71,108.63,0.806
14/02/90 17:00,230.3,202.94,194.07,190.01,62.803,0.7865
14/02/90 18:00,86.909,58.704,53.776,52.223,17.211,0.5728
14/02/90 19:00,0,0,0,-0.028,-0.0092,0
14/02/90 20:00,0,0,0,-0.028,-0.0092,0
14/02/90 21:00,0,0,0,-0.028,-0.0092,0
14/02/90 22:00,0,0,0,-0.028,-0.0092,0
14/02/90 23:00,0,0,0,-0.028,-0.0092,0
15/02/90 00:00,0,0,0,-0.028,-0.0092,0
15/02/90 01:00,0,0,0,-0.028,-0.0092,0
15/02/90 02:00,0,0,0,-0.028,-0.0092,0
15/02/90 03:00,0,0,0,-0.028,-0.0092,0
15/02/90 04:00,0,0,0,-0.028,-0.0092,0
15/02/90 05:00,0,0,0,-0.028,-0.0092,0
15/02/90 06:00,27.447,24.664,21.042,19.344,6.3669,0.6718
15/02/90 07:00,118.69,105.57,101.1,98.909,32.611,0.7944
15/02/90 08:00,106.39,95.562,90.95,88.91,29.309,0.7967
15/02/90 09:00,315.33,286.41,277.35,271.49,89.852,0.8207
15/02/90 10:00,559.34,516.25,483.95,471.75,156.81,0.804
15/02/90 11:00,505.1,463.72,437.36,426.69,141.7,0.8053
15/02/90 12:00,131.95,118.74,112.54,110.16,36.332,0.7958
15/02/90 13:00,351.82,321.35,308.77,302,100.03,0.8183
15/02/90 14:00,199.28,179.78,172.31,168.81,55.747,0.8075
15/02/90 15:00,221.52,200.29,192.62,188.69,62.341,0.812
15/02/90 16:00,391.51,357.65,341.1,333.2,110.47,0.8113
15/02/90 17:00,264.06,230.35,220.23,215.44,71.27,0.7777
15/02/90 18:00,123.89,83.311,77.727,75.846,25.015,0.5836
15/02/90 19:00,0,0,0,-0.028,-0.0092,0
15/02/90 20:00,0,0,0,-0.028,-0.0092,0
15/02/90 21:00,0,0,0,-0.028,-0.0092,0
15/02/90 22:00,0,0,0,-0.028,-0.0092,0
15/02/90 23:00,0,0,0,-0.028,-0.0092,0
16/02/90 00:00,0,0,0,-0.028,-0.0092,0
16/02/90 01:00,0,0,0,-0.028,-0.0092,0
16/02/90 02:00,0,0,0,-0.028,-0.0092,0
16/02/90 03:00,0,0,0,-0.028,-0.0092,0
16/02/90 04:00,0,0,0,-0.028,-0.0092,0
16/02/90 05:00,0,0,0,-0.028,-0.0092,0
16/02/90 06:00,54.866,36.007,31.966,30.568,10.064,0.5311
16/02/90 07:00,227.8,185.86,178.96,175.26,57.907,0.7334
16/02/90 08:00,355.46,318.64,305.13,298.63,98.887,0.8008
16/02/90 09:00,408.49,372.22,354.2,346.23,114.77,0.808
16/02/90 10:00,513.11,472.65,443.29,432.49,143.64,0.8035
16/02/90 11:00,824.87,772.47,628.69,610.71,203.64,0.7058
16/02/90 12:00,471.01,432.7,402.93,393.39,130.55,0.7962
16/02/90 13:00,438.42,401.29,376.29,367.56,121.91,0.7992
16/02/90 14:00,224.41,202.62,192.08,188.19,62.173,0.7994
16/02/90 15:00,58.999,52.939,47.651,46.177,15.208,0.7461
16/02/90 16:00,173.87,156.61,149.12,146.08,48.217,0.8009
16/02/90 17:00,97.317,87.214,81.352,79.454,26.187,0.7783
16/02/90 18:00,65.144,49.036,44.181,42.768,14.087,0.6258
16/02/90 19:00,0,0,0,-0.028,-0.0092,0
16/02/90 20:00,0,0,0,-0.028,-0.0092,0
16/02/90 21:00,0,0,0,-0.028,-0.0092,0
16/02/90 22:00,0,0,0,-0.028,-0.0092,0
16/02/90 23:00,0,0,0,-0.028,-0.0092,0
17/02/90 00:00,0,0,0,-0.028,-0.0092,0
17/02/90 01:00,0,0,0,-0.028,-0.0092,0
17/02/90 02:00,0,0,0,-0.028,-0.0092,0
17/02/90 03:00,0,0,0,-0.028,-0.0092,0
17/02/90 04:00,0,0,0,-0.028,-0.0092,0
17/02/90 05:00,0,0,0,-0.028,-0.0092,0
17/02/90 06:00,27.212,24.422,20.671,18.954,6.2386,0.664
17/02/90 07:00,130.5,114.73,109.55,107.23,35.36,0.7833
17/02/90 08:00,295.15,264.67,254.98,249.72,82.603,0.8065
17/02/90 09:00,474.42,434.31,411.02,401.34,133.2,0.8064
17/02/90 10:00,528.67,487.32,455.56,444.36,147.62,0.8012
17/02/90 11:00,319.2,291.6,277.21,271.35,89.808,0.8104
17/02/90 12:00,953.26,895.65,690.43,669.67,223.61,0.6697
17/02/90 13:00,1193,1124.4,784.06,758.06,253.67,0.6057
17/02/90 14:00,692.34,644.52,552.98,537.97,179.13,0.7407
17/02/90 15:00,443.4,407.7,377.38,368.53,122.26,0.7923
17/02/90 16:00,279.29,253.4,238.04,233.08,77.088,0.7955
17/02/90 17:00,102.57,91.862,84.703,82.769,27.281,0.7692
17/02/90 18:00,36.985,32.717,28.051,26.72,8.7961,0.6887
17/02/90 19:00,0,0,0,-0.028,-0.0092,0
17/02/90 20:00,0,0,0,-0.028,-0.0092,0
17/02/90 21:00,0,0,0,-0.028,-0.0092,0
17/02/90 22:00,0,0,0,-0.028,-0.0092,0
17/02/90 23:00,0,0,0,-0.028,-0.0092,0
18/02/90 00:00,0,0,0,-0.028,-0.0092,0
18/02/90 01:00,0,0,0,-0.028,-0.0092,0
18/02/90 02:00,0,0,0,-0.028,-0.0092,0
18/02/90 03:00,0,0,0,-0.028,-0.0092,0
18/02/90 04:00,0,0,0,-0.028,-0.0092,0
18/02/90 05:00,0,0,0,-0.028,-0.0092,0
18/02/90 06:00,52.09,34.814,30.975,29.596,9.7439,0.5416
18/02/90 07:00,195.56,159.43,154.33,151.09,49.893,0.7365
18/02/90 08:00,400.14,358.1,343.56,336.01,111.36,0.8005
18/02/90 09:00,592.65,547.97,497.62,485.07,161.27,0.7802
18/02/90 10:00,762.23,714.28,600.24,583.53,194.44,0.7298
18/02/90 11:00,870.28,817.25,652.07,633.1,211.21,0.6935
18/02/90 12:00,907.73,853.71,668.36,648.62,216.48,0.6812
18/02/90 13:00,925.5,870.13,674.93,654.8,218.6,0.6744
18/02/90 14:00,873.39,821.73,649.98,630.86,210.51,0.6885
18/02/90 15:00,722.36,676.5,574.15,558.09,185.95,0.7365
18/02/90 16:00,532.33,490.7,447.07,435.43,144.75,0.7797
18/02/90 17:00,288.32,247.5,232.92,227.71,75.377,0.7529
18/02/90 18:00,96.676,60.467,54.936,53.19,17.534,0.5245
18/02/90 19:00,0,0,0,-0.028,-0.0092,0
18/02/90 20:00,0,0,0,-0.028,-0.0092,0
18/02/90 21:00,0,0,0,-0.028,-0.0092,0
18/02/90 22:00,0,0,0,-0.028,-0.0092,0
18/02/90 23:00,0,0,0,-0.028,-0.0092,0
19/02/90 00:00,0,0,0,-0.028,-0.0092,0
19/02/90 01:00,0,0,0,-0.028,-0.0092,0
19/02/90 02:00,0,0,0,-0.028,-0.0092,0
19/02/90 03:00,0,0,0,-0.028,-0.0092,0
19/02/90 04:00,0,0,0,-0.028,-0.0092,0
19/02/90 05:00,0,0,0,-0.028,-0.0092,0
19/02/90 06:00,17.399,15.808,12.497,10.261,3.3768,0.5622
19/02/90 07:00,74.25,66.578,62.041,60.384,19.893,0.7752
19/02/90 08:00,45.592,40.962,36.742,35.38,11.649,0.7397
19/02/90 09:00,356.82,324.5,312.88,306.09,101.38,0.8177
19/02/90 10:00,505.89,465.9,439.88,429.19,142.53,0.8087
19/02/90 11:00,845.69,792.78,641.56,623.03,207.8,0.7023
19/02/90 12:00,986.94,929.8,704.03,682.67,228.02,0.6594
19/02/90 13:00,750.48,699.9,585.74,569.46,189.73,0.7233
19/02/90 14:00,781.24,732.42,603.31,586.21,195.41,0.7153
19/02/90 15:00,693.47,648.18,557.22,541.87,180.47,0.7449
19/02/90 16:00,466.05,428.12,394.89,385.21,127.89,0.7879
19/02/90 17:00,270.38,232.42,217.83,213.09,70.499,0.7513
19/02/90 18:00,113.52,74.138,67.668,65.968,21.751,0.5539
19/02/90 19:00,0,0,0,-0.028,-0.0092,0
19/02/90 20:00,0,0,0,-0.028,-0.0092,0
19/02/90 21:00,0,0,0,-0.028,-0.0092,0
19/02/90 22:00,0,0,0,-0.028,-0.0092,0
19/02/90 23:00,0,0,0,-0.028,-0.0092,0
20/02/90 00:00,0,0,0,-0.028,-0.0092,0
20/02/90 01:00,0,0,0,-0.028,-0.0092,0
20/02/90 02:00,0,0,0,-0.028,-0.0092,0
20/02/90 03:00,0,0,0,-0.028,-0.0092,0
20/02/90 04:00,0,0,0,-0.028,-0.0092,0
20/02/90 05:00,0,0,0,-0.028,-0.0092,0
20/02/90 06:00,30.125,26.869,22.969,21.386,7.0393,0.6767
20/02/90 07:00,263.33,215.58,207.09,202.85,67.063,0.7343
20/02/90 08:00,528.16,471.7,430.05,419.9,139.44,0.7579
20/02/90 09:00,790.68,733.88,602.69,586.02,195.27,0.7065
20/02/90 10:00,1003.5,939.43,700.94,679.96,227.07,0.6459
20/02/90 11:00,430.64,394.3,364.25,355.97,118.03,0.788
20/02/90 12:00,484.7,444.16,411.64,401.82,133.38,0.7903
20/02/90 13:00,421.76,383.26,357.68,349.53,115.89,0.79
20/02/90 14:00,390.4,356.77,334.49,327.01,108.37,0.7985
20/02/90 15:00,323.79,293.7,277.09,271.19,89.761,0.7984
20/02/90 16:00,240.19,216.98,205.6,201.4,66.559,0.7993
20/02/90 17:00,139.87,124.37,117.03,114.57,37.791,0.7808
20/02/90 18:00,44.615,36.925,32.251,30.935,10.185,0.661
20/02/90 19:00,0,0,0,-0.028,-0.0092,0
20/02/90 20:00,0,0,0,-0.028,-0.0092,0
20/02/90 21:00,0,0,0,-0.028,-0.0092,0
20/02/90 22:00,0,0,0,-0.028,-0.0092,0
20/02/90 23:00,0,0,0,-0.028,-0.0092,0
21/02/90 00:00,0,0,0,-0.028,-0.0092,0
21/02/90 01:00,0,0,0,-0.028,-0.0092,0
21/02/90 02:00,0,0,0,-0.028,-0.0092,0
21/02/90 03:00,0,0,0,-0.028,-0.0092,0
21/02/90 04:00,0,0,0,-0.028,-0.0092,0
21/02/90 05:00,0,0,0,-0.028,-0.0092,0
21/02/90 06:00,26.151,23.465,19.725,17.956,5.9099,0.6545
21/02/90 07:00,196.65,162.54,156.09,152.87,50.475,0.7411
21/02/90 08:00,408.72,364.97,345.9,338.29,112.13,0.789
21/02/90 09:00,622.29,576.28,509.22,496.29,165.04,0.7602
21/02/90 10:00,808.66,759.39,615.11,597.86,199.28,0.7048
21/02/90 11:00,938.46,884.57,673.97,654.15,218.33,0.6645
21/02/90 12:00,996.62,941.03,697.33,676.29,225.85,0.6469
21/02/90 13:00,981.01,926.08,688.6,667.73,222.98,0.6488
21/02/90 14:00,892.87,840.92,647.93,628.87,209.84,0.6714
21/02/90 15:00,737.45,691.03,572.84,556.92,185.56,0.7199
21/02/90 16:00,519.56,478.47,430.86,419.88,139.53,0.7704
21/02/90 17:00,290.88,246.5,227.78,222.72,73.72,0.7299
21/02/90 18:00,86.338,54.419,48.233,46.554,15.341,0.514
21/02/90 19:00,0,0,0,-0.028,-0.0092,0
21/02/90 20:00,0,0,0,-0.028,-0.0092,0
21/02/90 21:00,0,0,0,-0.028,-0.0092,0
21/02/90 22:00,0,0,0,-0.028,-0.0092,0
21/02/90 23:00,0,0,0,-0.028,-0.0092,0
22/02/90 00:00,0,0,0,-0.028,-0.0092,0
22/02/90 01:00,0,0,0,-0.028,-0.0092,0
22/02/90 02:00,0,0,0,-0.028,-0.0092,0
22/02/90 03:00,0,0,0,-0.028,-0.0092,0
22/02/90 04:00,0,0,0,-0.028,-0.0092,0
22/02/90 05:00,0,0,0,-0.028,-0.0092,0
22/02/90 06:00,24.45,21.974,18.26,16.408,5.4002,0.6397
22/02/90 07:00,184.26,154.11,147.74,144.71,47.765,0.7486
22/02/90 08:00,369.57,330.18,313.96,307.24,101.76,0.7925
22/02/90 09:00,578.66,534.68,482.13,470.18,156.27,0.7746
22/02/90 10:00,755.09,706.59,587.12,571.01,190.22,0.7209
22/02/90 11:00,885.3,831.91,647.82,629.13,209.86,0.6774
22/02/90 12:00,953.65,898.42,676.76,656.75,219.23,0.6565
22/02/90 13:00,958.11,903.1,676.74,656.46,219.16,0.6531
22/02/90 14:00,854.94,803.84,628.46,610.34,203.57,0.6805
22/02/90 15:00,697.6,652.74,551.57,536.51,178.67,0.7331
22/02/90 16:00,502.11,462.06,417.21,406.76,135.13,0.7722
22/02/90 17:00,271.34,229.88,212.34,207.73,68.722,0.7298
22/02/90 18:00,83.43,53.575,47.393,45.794,15.089,0.5232
22/02/90 19:00,0,0,0,-0.028,-0.0092,0
22/02/90 20:00,0,0,0,-0.028,-0.0092,0
22/02/90 21:00,0,0,0,-0.028,-0.0092,0
22/02/90 22:00,0,0,0,-0.028,-0.0092,0
22/02/90 23:00,0,0,0,-0.028,-0.0092,0
23/02/90 00:00,0,0,0,-0.028,-0.0092,0
23/02/90 01:00,0,0,0,-0.028,-0.0092,0
23/02/90 02:00,0,0,0,-0.028,-0.0092,0
23/02/90 03:00,0,0,0,-0.028,-0.0092,0
23/02/90 04:00,0,0,0,-0.028,-0.0092,0
23/02/90 05:00,0,0,0,-0.028,-0.0092,0
23/02/90 06:00,23.796,21.41,17.828,15.95,5.2496,0.639
23/02/90 07:00,189.2,156.69,151.04,147.91,48.831,0.7452
23/02/90 08:00,393.9,351.48,335.32,328,108.7,0.7938
23/02/90 09:00,594.21,549.67,495.03,482.6,160.44,0.7742
23/02/90 10:00,800.3,750.94,615.39,598.09,199.36,0.7124
23/02/90 11:00,908.32,854.77,665.32,645.83,215.51,0.6778
23/02/90 12:00,955.61,900.47,685.28,664.83,221.97,0.6632
23/02/90 13:00,920.21,866.02,667.42,647.69,216.19,0.671
23/02/90 14:00,838.04,787.67,628.41,610.29,203.55,0.6942
23/02/90 15:00,699.55,654.53,558.99,543.57,181.05,0.7407
23/02/90 16:00,520.11,478.86,435.63,424.42,141.06,0.7779
23/02/90 17:00,280.41,237.72,222.55,217.69,72.029,0.74
23/02/90 18:00,28.689,25.536,21.222,19.532,6.4289,0.649
23/02/90 19:00,0,0,0,-0.028,-0.0092,0
23/02/90 20:00,0,0,0,-0.028,-0.0092,0
23/02/90 21:00,0,0,0,-0.028,-0.0092,0
23/02/90 22:00,0,0,0,-0.028,-0.0092,0
23/02/90 23:00,0,0,0,-0.028,-0.0092,0
24/02/90 00:00,0,0,0,-0.028,-0.0092,0
24/02/90 01:00,0,0,0,-0.028,-0.0092,0
24/02/90 02:00,0,0,0,-0.028,-0.0092,0
24/02/90 03:00,0,0,0,-0.028,-0.0092,0
24/02/90 04:00,0,0,0,-0.028,-0.0092,0
24/02/90 05:00,0,0,0,-0.028,-0.0092,0
24/02/90 06:00,21.99,19.826,16.283,14.319,4.7123,0.6207
24/02/90 07:00,180.93,151.2,145.41,142.42,47.007,0.7503
24/02/90 08:00,341.25,304.9,292.2,286.04,94.692,0.799
24/02/90 09:00,445.2,406.95,385.19,376.33,124.83,0.8058
24/02/90 10:00,530.42,489.14,456.47,445.25,147.91,0.8002
24/02/90 11:00,719.48,670.13,573.1,557.43,185.65,0.7385
24/02/90 12:00,787.7,736.25,606.31,589.24,196.4,0.7131
24/02/90 13:00,1005.5,948.59,708.89,687.18,229.57,0.6515
24/02/90 14:00,809.99,760.27,614.5,596.97,199.05,0.7026
24/02/90 15:00,618.45,575.47,512.19,498.58,165.89,0.7685
24/02/90 16:00,482.64,443.48,407.8,397.65,132.07,0.7854
24/02/90 17:00,273.83,231.46,216.66,211.96,70.12,0.7379
24/02/90 18:00,29.943,26.55,22.15,20.509,6.7507,0.6529
24/02/90 19:00,0,0,0,-0.028,-0.0092,0
24/02/90 20:00,0,0,0,-0.028,-0.0092,0
24/02/90 21:00,0,0,0,-0.028,-0.0092,0
24/02/90 22:00,0,0,0,-0.028,-0.0092,0
24/02/90 23:00,0,0,0,-0.028,-0.0092,0
25/02/90 00:00,0,0,0,-0.028,-0.0092,0
25/02/90 01:00,0,0,0,-0.028,-0.0092,0
25/02/90 02:00,0,0,0,-0.028,-0.0092,0
25/02/90 03:00,0,0,0,-0.028,-0.0092,0
25/02/90 04:00,0,0,0,-0.028,-0.0092,0
25/02/90 05:00,0,0,0,-0.028,-0.0092,0
25/02/90 06:00,30.914,27.415,23.477,21.926,7.217,0.6761
25/02/90 07:00,192.43,158.32,151.86,148.7,49.096,0.7366
25/02/90 08:00,366.62,327.1,312.1,305.42,101.16,0.7941
25/02/90 09:00,595.09,550.13,493.98,481.61,160.11,0.7715
25/02/90 10:00,689.47,643.11,556.98,542.06,180.46,0.7494
25/02/90 11:00,1041.9,981.2,724.82,702.63,234.77,0.6428
25/02/90 12:00,616.84,574.65,514.71,501.36,166.77,0.7748
25/02/90 13:00,230.8,208.64,196.3,192.33,63.545,0.7944
25/02/90 14:00,138.6,124.71,116.99,114.54,37.781,0.7878
25/02/90 15:00,396.6,363.2,343.17,335.37,111.17,0.8061
25/02/90 16:00,38.407,34.456,29.73,28.44,9.3626,0.7059
25/02/90 17:00,93.119,83.232,77.475,75.629,24.924,0.7742
25/02/90 18:00,9.7011,8.8996,6.0025,3.2672,1.075,0.321
25/02/90 19:00,0,0,0,-0.028,-0.0092,0
25/02/90 20:00,0,0,0,-0.028,-0.0092,0
25/02/90 21:00,0,0,0,-0.028,-0.0092,0
25/02/90 22:00,0,0,0,-0.028,-0.0092,0
25/02/90 23:00,0,0,0,-0.028,-0.0092,0
26/02/90 00:00,0,0,0,-0.028,-0.0092,0
26/02/90 01:00,0,0,0,-0.028,-0.0092,0
26/02/90 02:00,0,0,0,-0.028,-0.0092,0
26/02/90 03:00,0,0,0,-0.028,-0.0092,0
26/02/90 04:00,0,0,0,-0.028,-0.0092,0
26/02/90 05:00,0,0,0,-0.028,-0.0092,0
26/02/90 06:00,15.22,13.868,10.619,8.2237,2.7061,0.5151
26/02/90 07:00,104.66,93.109,88.004,86,28.347,0.7833
26/02/90 08:00,233.89,209.59,201.93,197.85,65.373,0.8064
26/02/90 09:00,330.25,299.63,287.35,281.25,93.098,0.8118
26/02/90 10:00,364.37,330.47,315.01,308.12,102.06,0.8061
26/02/90 11:00,522.82,480.33,450.01,438.94,145.81,0.8003
26/02/90 12:00,474.2,434.75,407.28,397.6,131.96,0.7993
26/02/90 13:00,479.96,440.09,411.81,401.95,133.42,0.7983
26/02/90 14:00,190.45,171.76,162.34,159.05,52.512,0.7961
26/02/90 15:00,176.75,159.28,151.26,148.18,48.912,0.7992
26/02/90 16:00,111.31,100.07,93.695,91.629,30.207,0.7847
26/02/90 17:00,57.667,51.821,46.763,45.298,14.918,0.7488
26/02/90 18:00,0,0,0,-0.028,-0.0092,0
26/02/90 19:00,0,0,0,-0.028,-0.0092,0
26/02/90 20:00,0,0,0,-0.028,-0.0092,0
26/02/90 21:00,0,0,0,-0.028,-0.0092,0
26/02/90 22:00,0,0,0,-0.028,-0.0092,0
26/02/90 23:00,0,0,0,-0.028,-0.0092,0
27/02/90 00:00,0,0,0,-0.028,-0.0092,0
27/02/90 01:00,0,0,0,-0.028,-0.0092,0
27/02/90 02:00,0,0,0,-0.028,-0.0092,0
27/02/90 03:00,0,0,0,-0.028,-0.0092,0
27/02/90 04:00,0,0,0,-0.028,-0.0092,0
27/02/90 05:00,0,0,0,-0.028,-0.0092,0
27/02/90 06:00,15.11,13.769,10.551,8.1505,2.682,0.5142
27/02/90 07:00,140.96,121.14,115.91,113.45,37.417,0.7672
27/02/90 08:00,289.35,258.91,249.32,244.2,80.766,0.8045
27/02/90 09:00,438.9,401.05,380.46,371.75,123.29,0.8074
27/02/90 10:00,622.38,577.67,519.26,505.85,168.27,0.7748
27/02/90 11:00,792.41,742.2,610.08,592.93,197.63,0.7133
27/02/90 12:00,923.22,867.27,670.18,650.42,217.09,0.6716
27/02/90 13:00,800.67,750.42,609.24,592.02,197.35,0.7048
27/02/90 14:00,738.12,690.87,578.15,562.12,187.28,0.726
27/02/90 15:00,714.13,667.99,565.85,550.17,183.28,0.7344
27/02/90 16:00,509.63,468.41,426.56,415.69,138.13,0.7775
27/02/90 17:00,284.99,237.71,221.6,216.76,71.722,0.7251
27/02/90 18:00,28.915,25.599,21.182,19.488,6.4142,0.6425
27/02/90 19:00,0,0,0,-0.028,-0.0092,0
27/02/90 20:00,0,0,0,-0.028,-0.0092,0
27/02/90 21:00,0,0,0,-0.028,-0.0092,0
27/02/90 22:00,0,0,0,-0.028,-0.0092,0
27/02/90 23:00,0,0,0,-0.028,-0.0092,0
28/02/90 00:00,0,0,0,-0.028,-0.0092,0
28/02/90 01:00,0,0,0,-0.028,-0.0092,0
