PVSYST 8.1.4
,File,File date,Description
Project,Schaeffler Phase2 _Project.PRJ,06/12/25 09h13,Schaeffler  Phase 2:,
Geographical Site,Schaeffler SA, 58 Burman Rd, Deal Party, Gqeberha_MN82.SIT,06/12/25 09h13,Schaeffler SA, 58 Burman Rd, Deal Party, Gqeberha;South Africa;Africa;,
Weather data,Schaeffler SA_ 58 Burman Rd_ Deal Party_ Gqeberha_MN82_SYN.MET,17/02/25 20h03,Schaeffler SA, 58 Burman Rd, Deal Party, Gqeberha;Meteonorm 8.2 (2000-2017), Sat=100%;Synthetic,
Simulation variant,Schaeffler Phase2 _Project.VC2,27/07/26 19h06,Press-Shop Warehouse Sawtooth,
Simulation date,,28/07/26 12h42

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobInc,GlobEff,EArray,E_Grid,EReGrid,PR
    ,W/m²,W/m²,kW,kW,kVAh,ratio

01/01/90 00:00,0,0,0,-0.028,-0.0092,0
01/01/90 01:00,0,0,0,-0.028,-0.0092,0
01/01/90 02:00,0,0,0,-0.028,-0.0092,0
01/01/90 03:00,0,0,0,-0.028,-0.0092,0
01/01/90 04:00,0,0,0,-0.028,-0.0092,0
01/01/90 05:00,11.163,10.075,7.0745,4.3845,1.4427,0.3744
01/01/90 06:00,144.07,114.51,108.05,105.67,34.851,0.6992
01/01/90 07:00,92.24,82.81,76.737,74.899,24.683,0.774
01/01/90 08:00,72.602,65.201,59.631,58.012,19.11,0.7617
01/01/90 09:00,273.36,247.11,235.62,230.78,76.312,0.8047
01/01/90 10:00,75.343,67.68,61.793,60.149,19.815,0.761
01/01/90 11:00,435.53,399.48,376.64,367.92,122.03,0.8053
01/01/90 12:00,963.04,906.56,693.3,672.35,224.54,0.6655
01/01/90 13:00,556.65,514.71,468.76,456.97,151.88,0.7826
01/01/90 14:00,857.53,804.48,638.87,620.19,206.92,0.6894
01/01/90 15:00,741.87,693.18,577.86,561.65,187.17,0.7217
01/01/90 16:00,399.47,364.41,335.78,328.1,108.77,0.7829
01/01/90 17:00,221.96,196.97,183.59,179.79,59.409,0.7722
01/01/90 18:00,106.15,84.399,76.851,75.025,24.736,0.6737
01/01/90 19:00,4.252,3.8347,2.2973,-0.028,-0.0092,0
01/01/90 20:00,0,0,0,-0.028,-0.0092,0
01/01/90 21:00,0,0,0,-0.028,-0.0092,0
01/01/90 22:00,0,0,0,-0.028,-0.0092,0
01/01/90 23:00,0,0,0,-0.028,-0.0092,0
02/01/90 00:00,0,0,0,-0.028,-0.0092,0
02/01/90 01:00,0,0,0,-0.028,-0.0092,0
02/01/90 02:00,0,0,0,-0.028,-0.0092,0
02/01/90 03:00,0,0,0,-0.028,-0.0092,0
02/01/90 04:00,0,0,0,-0.028,-0.0092,0
02/01/90 05:00,11.157,10.065,7.1132,4.4262,1.4564,0.3782
02/01/90 06:00,131.25,95.859,90.965,88.677,29.248,0.644
02/01/90 07:00,360.25,305.48,291.63,285.4,94.517,0.7552
02/01/90 08:00,601.89,551.68,492.26,479.94,159.56,0.7601
02/01/90 09:00,811.18,759.46,617.37,599.98,200,0.7051
02/01/90 10:00,1014.9,954.84,709.59,688.12,229.85,0.6463
02/01/90 11:00,615.45,570.22,510.69,497.49,165.48,0.7705
02/01/90 12:00,635.8,586.02,522.48,508.73,169.26,0.7627
02/01/90 13:00,546.81,502.84,460.86,449.33,149.32,0.7833
02/01/90 14:00,520.87,478.5,440.71,429.82,142.78,0.7866
02/01/90 15:00,421.45,385.56,359.43,351.14,116.44,0.7942
02/01/90 16:00,351.89,319.81,300.57,293.94,97.358,0.7963
02/01/90 17:00,205.31,182.79,172.58,169.04,55.835,0.7848
02/01/90 18:00,77.526,66.411,60.563,58.95,19.422,0.7248
02/01/90 19:00,0,0,0,-0.028,-0.0092,0
02/01/90 20:00,0,0,0,-0.028,-0.0092,0
02/01/90 21:00,0,0,0,-0.028,-0.0092,0
02/01/90 22:00,0,0,0,-0.028,-0.0092,0
02/01/90 23:00,0,0,0,-0.028,-0.0092,0
03/01/90 00:00,0,0,0,-0.028,-0.0092,0
03/01/90 01:00,0,0,0,-0.028,-0.0092,0
03/01/90 02:00,0,0,0,-0.028,-0.0092,0
03/01/90 03:00,0,0,0,-0.028,-0.0092,0
03/01/90 04:00,0,0,0,-0.028,-0.0092,0
03/01/90 05:00,0,0,0,-0.028,-0.0092,0
03/01/90 06:00,109,90.417,85.318,83.309,27.459,0.7286
03/01/90 07:00,354.33,301.96,288.77,282.64,93.588,0.7604
03/01/90 08:00,674.99,616.88,537.03,523.01,174.04,0.7386
03/01/90 09:00,553.02,510.54,469.4,457.77,152.12,0.7891
03/01/90 10:00,657.22,610.39,537.37,523.15,174.1,0.7588
03/01/90 11:00,604.38,559.38,506.16,493.11,164,0.7778
03/01/90 12:00,480.87,441.8,408.23,398.51,132.27,0.79
03/01/90 13:00,874.59,820.83,649.15,630.12,210.25,0.6868
03/01/90 14:00,549.14,507.16,461.01,449.43,149.36,0.7802
03/01/90 15:00,65.29,58.602,52.159,50.638,16.678,0.7393
03/01/90 16:00,48.826,43.814,38.563,37.185,12.244,0.726
03/01/90 17:00,30.418,27.365,23.018,21.456,7.0622,0.6724
03/01/90 18:00,12.596,11.513,8.3239,5.773,1.8996,0.4369
03/01/90 19:00,0,0,0,-0.028,-0.0092,0
03/01/90 20:00,0,0,0,-0.028,-0.0092,0
03/01/90 21:00,0,0,0,-0.028,-0.0092,0
03/01/90 22:00,0,0,0,-0.028,-0.0092,0
03/01/90 23:00,0,0,0,-0.028,-0.0092,0
04/01/90 00:00,0,0,0,-0.028,-0.0092,0
04/01/90 01:00,0,0,0,-0.028,-0.0092,0
04/01/90 02:00,0,0,0,-0.028,-0.0092,0
04/01/90 03:00,0,0,0,-0.028,-0.0092,0
04/01/90 04:00,0,0,0,-0.028,-0.0092,0
04/01/90 05:00,0,0,0,-0.028,-0.0092,0
04/01/90 06:00,75.996,67.869,62.858,61.192,20.159,0.7676
04/01/90 07:00,156.85,140.21,133.85,131.09,43.254,0.7967
04/01/90 08:00,256.56,231.12,221.82,217.28,71.827,0.8073
04/01/90 09:00,332.57,300.89,287.2,281.06,93.042,0.8056
04/01/90 10:00,344.52,311.92,296.61,290.21,96.093,0.803
04/01/90 11:00,400.26,363.09,343.29,335.57,111.22,0.7992
04/01/90 12:00,376.39,341.3,322.55,315.42,104.5,0.7988
04/01/90 13:00,375.54,343.18,324.08,316.9,104.99,0.8044
04/01/90 14:00,331.2,300.07,283.97,277.89,91.993,0.7998
04/01/90 15:00,270.01,244.08,231.51,226.74,74.973,0.8005
04/01/90 16:00,223.88,201.93,191.66,187.77,62.035,0.7995
04/01/90 17:00,133.11,119.32,112.04,109.68,36.172,0.7854
04/01/90 18:00,54.421,48.528,43.38,41.955,13.816,0.7349
04/01/90 19:00,0,0,0,-0.028,-0.0092,0
04/01/90 20:00,0,0,0,-0.028,-0.0092,0
04/01/90 21:00,0,0,0,-0.028,-0.0092,0
04/01/90 22:00,0,0,0,-0.028,-0.0092,0
04/01/90 23:00,0,0,0,-0.028,-0.0092,0
05/01/90 00:00,0,0,0,-0.028,-0.0092,0
05/01/90 01:00,0,0,0,-0.028,-0.0092,0
05/01/90 02:00,0,0,0,-0.028,-0.0092,0
05/01/90 03:00,0,0,0,-0.028,-0.0092,0
05/01/90 04:00,0,0,0,-0.028,-0.0092,0
05/01/90 05:00,9.702,8.7502,5.938,3.1503,1.0366,0.3095
05/01/90 06:00,114.85,90.864,86.244,84.174,27.748,0.6986
05/01/90 07:00,329.39,279.29,268.51,262.86,87.006,0.7607
05/01/90 08:00,576.29,527.26,479.04,467.18,155.27,0.7728
05/01/90 09:00,815.15,762.94,622.37,604.76,201.61,0.7072
05/01/90 10:00,989.07,930.37,701.81,680.68,227.33,0.656
05/01/90 11:00,670.59,625.02,543.74,529.23,176.16,0.7523
05/01/90 12:00,637.75,587.86,524.85,510.99,170.03,0.7638
05/01/90 13:00,650.38,603.02,533.69,519.44,172.88,0.7613
05/01/90 14:00,588.72,544.25,495.97,483.06,160.66,0.7822
05/01/90 15:00,445.57,408.07,380.01,371.07,123.11,0.7939
05/01/90 16:00,295.93,268.32,253.5,248.14,82.1,0.7993
05/01/90 17:00,165.11,147.73,139.5,136.63,45.091,0.7888
05/01/90 18:00,81.081,68.879,63.2,61.556,20.282,0.7237
05/01/90 19:00,0,0,0,-0.028,-0.0092,0
05/01/90 20:00,0,0,0,-0.028,-0.0092,0
05/01/90 21:00,0,0,0,-0.028,-0.0092,0
05/01/90 22:00,0,0,0,-0.028,-0.0092,0
05/01/90 23:00,0,0,0,-0.028,-0.0092,0
06/01/90 00:00,0,0,0,-0.028,-0.0092,0
06/01/90 01:00,0,0,0,-0.028,-0.0092,0
06/01/90 02:00,0,0,0,-0.028,-0.0092,0
06/01/90 03:00,0,0,0,-0.028,-0.0092,0
06/01/90 04:00,0,0,0,-0.028,-0.0092,0
06/01/90 05:00,0,0,0,-0.028,-0.0092,0
06/01/90 06:00,26.162,23.624,19.841,18.065,5.9457,0.6582
06/01/90 07:00,104.47,93.712,88.465,86.463,28.5,0.789
06/01/90 08:00,191.91,172.65,165.84,162.48,53.646,0.807
06/01/90 09:00,221.63,199.75,191.77,187.88,62.069,0.8081
06/01/90 10:00,240.81,217.26,208.59,204.34,67.53,0.8089
06/01/90 11:00,230.57,208.21,199.61,195.55,64.615,0.8085
06/01/90 12:00,280.31,253.4,242.73,237.7,78.616,0.8084
06/01/90 13:00,389.44,353.5,336.06,328.52,108.87,0.8041
06/01/90 14:00,352.64,319.62,303.85,297.22,98.434,0.8035
06/01/90 15:00,327.45,296.66,282.23,276.18,91.423,0.804
06/01/90 16:00,231.36,208.75,198.81,194.76,64.355,0.8025
06/01/90 17:00,103.93,93.266,87.026,85.053,28.035,0.7801
06/01/90 18:00,21.081,19.179,15.452,13.465,4.4314,0.6089
06/01/90 19:00,0,0,0,-0.028,-0.0092,0
06/01/90 20:00,0,0,0,-0.028,-0.0092,0
06/01/90 21:00,0,0,0,-0.028,-0.0092,0
06/01/90 22:00,0,0,0,-0.028,-0.0092,0
06/01/90 23:00,0,0,0,-0.028,-0.0092,0
07/01/90 00:00,0,0,0,-0.028,-0.0092,0
07/01/90 01:00,0,0,0,-0.028,-0.0092,0
07/01/90 02:00,0,0,0,-0.028,-0.0092,0
07/01/90 03:00,0,0,0,-0.028,-0.0092,0
07/01/90 04:00,0,0,0,-0.028,-0.0092,0
07/01/90 05:00,0,0,0,-0.028,-0.0092,0
07/01/90 06:00,73.448,65.606,60.83,0,19.498,0
07/01/90 07:00,158.62,141.69,135.72,0,43.863,0
07/01/90 08:00,247.22,222.62,214.18,0,69.347,0
07/01/90 09:00,351.94,318.63,304.97,0,98.803,0
07/01/90 10:00,432.12,394.77,374.01,0,121.18,0
07/01/90 11:00,449.83,408.66,385.19,0,124.8,0
07/01/90 12:00,421.97,383.11,361.26,0,117.05,0
07/01/90 13:00,434.52,397.85,374.36,0,121.28,0
07/01/90 14:00,387.01,351.33,331.56,0,107.41,0
07/01/90 15:00,340.67,308.88,292.41,0,94.723,0
07/01/90 16:00,260.46,235.26,223.38,0,72.331,0
07/01/90 17:00,150.05,134.39,126.72,0,40.94,0
07/01/90 18:00,55.016,49.045,43.932,0,13.996,0
07/01/90 19:00,0,0,0,-0.028,-0.0092,0
07/01/90 20:00,0,0,0,-0.028,-0.0092,0
07/01/90 21:00,0,0,0,-0.028,-0.0092,0
07/01/90 22:00,0,0,0,-0.028,-0.0092,0
07/01/90 23:00,0,0,0,-0.028,-0.0092,0
08/01/90 00:00,0,0,0,-0.028,-0.0092,0
08/01/90 01:00,0,0,0,-0.028,-0.0092,0
08/01/90 02:00,0,0,0,-0.028,-0.0092,0
08/01/90 03:00,0,0,0,-0.028,-0.0092,0
08/01/90 04:00,0,0,0,-0.028,-0.0092,0
08/01/90 05:00,8.5271,7.6867,4.9929,0,0.6997,0
08/01/90 06:00,105.4,83.417,79.29,0,25.485,0
08/01/90 07:00,288.49,246.18,238.82,0,77.362,0
08/01/90 08:00,496.14,452.56,429.68,0,139.27,0
08/01/90 09:00,674.86,628.04,553.75,0,179.4,0
08/01/90 10:00,781.17,730.8,608.63,0,197.14,0
08/01/90 11:00,873.6,821.4,653.77,0,211.76,0
08/01/90 12:00,921.65,867.44,674.64,0,218.51,0
08/01/90 13:00,915.18,861.07,669.99,0,216.99,0
08/01/90 14:00,850.46,798.04,637.72,0,206.54,0
08/01/90 15:00,741.78,694.25,583.33,0,188.92,0
08/01/90 16:00,574.94,531.12,474.33,0,153.57,0
08/01/90 17:00,349.92,307.33,287.15,0,92.931,0
08/01/90 18:00,143.32,104.64,97.236,0,31.35,0
08/01/90 19:00,0,0,0,-0.028,-0.0092,0
08/01/90 20:00,0,0,0,-0.028,-0.0092,0
08/01/90 21:00,0,0,0,-0.028,-0.0092,0
08/01/90 22:00,0,0,0,-0.028,-0.0092,0
08/01/90 23:00,0,0,0,-0.028,-0.0092,0
09/01/90 00:00,0,0,0,-0.028,-0.0092,0
09/01/90 01:00,0,0,0,-0.028,-0.0092,0
09/01/90 02:00,0,0,0,-0.028,-0.0092,0
09/01/90 03:00,0,0,0,-0.028,-0.0092,0
09/01/90 04:00,0,0,0,-0.028,-0.0092,0
09/01/90 05:00,11.218,10.106,7.2105,0,1.491,0
09/01/90 06:00,109.96,86.021,81.859,79.845,26.319,0.6922
09/01/90 07:00,322.67,273.83,264.67,259.14,85.76,0.7656
09/01/90 08:00,462.29,420.29,400.12,390.82,129.67,0.8059
09/01/90 09:00,599.48,554.38,506.78,493.8,164.22,0.7852
09/01/90 10:00,655.15,608.39,542.27,527.8,175.67,0.768
09/01/90 11:00,773.08,721.78,603.81,586.8,195.57,0.7236
09/01/90 12:00,879.06,826.34,656.47,637.18,212.62,0.691
09/01/90 13:00,719.13,670.71,573.16,557.33,185.65,0.7388
09/01/90 14:00,542.54,500.78,463.55,451.85,150.17,0.7939
09/01/90 15:00,523.27,482.42,448.55,437.26,145.3,0.7966
09/01/90 16:00,560.59,516.65,469.17,456.7,151.9,0.7766
09/01/90 17:00,374.85,329.03,308.43,300.84,99.81,0.765
09/01/90 18:00,181.07,134.05,125.98,123.1,40.681,0.6481
09/01/90 19:00,0,0,0,-0.028,-0.0092,0
09/01/90 20:00,0,0,0,-0.028,-0.0092,0
09/01/90 21:00,0,0,0,-0.028,-0.0092,0
09/01/90 22:00,0,0,0,-0.028,-0.0092,0
09/01/90 23:00,0,0,0,-0.028,-0.0092,0
10/01/90 00:00,0,0,0,-0.028,-0.0092,0
10/01/90 01:00,0,0,0,-0.028,-0.0092,0
10/01/90 02:00,0,0,0,-0.028,-0.0092,0
10/01/90 03:00,0,0,0,-0.028,-0.0092,0
10/01/90 04:00,0,0,0,-0.028,-0.0092,0
10/01/90 05:00,0,0,0,-0.028,-0.0092,0
10/01/90 06:00,87.409,76.548,72.04,70.244,23.146,0.7661
10/01/90 07:00,191.11,169.17,163.49,160.18,52.882,0.799
10/01/90 08:00,307.68,277.9,268.16,262.55,86.874,0.8134
10/01/90 09:00,437.85,399.94,380.89,372.08,123.41,0.8101
10/01/90 10:00,499.25,457.63,431.41,420.94,139.78,0.8037
10/01/90 11:00,537.81,493.85,462.43,450.88,149.82,0.7992
10/01/90 12:00,610.57,562.28,515.24,501.72,166.91,0.7833
10/01/90 13:00,617,568.35,517.81,504.15,167.73,0.7789
10/01/90 14:00,536.43,492.94,458.1,446.6,148.41,0.7936
10/01/90 15:00,444.24,406.66,381.8,372.79,123.68,0.7999
10/01/90 16:00,338.38,307.73,291.61,285.22,94.451,0.8035
10/01/90 17:00,198.6,177.09,168.3,164.84,54.441,0.7912
10/01/90 18:00,79.113,67.849,62.337,60.7,19.999,0.7314
10/01/90 19:00,0,0,0,-0.028,-0.0092,0
10/01/90 20:00,0,0,0,-0.028,-0.0092,0
10/01/90 21:00,0,0,0,-0.028,-0.0092,0
10/01/90 22:00,0,0,0,-0.028,-0.0092,0
10/01/90 23:00,0,0,0,-0.028,-0.0092,0
11/01/90 00:00,0,0,0,-0.028,-0.0092,0
11/01/90 01:00,0,0,0,-0.028,-0.0092,0
11/01/90 02:00,0,0,0,-0.028,-0.0092,0
11/01/90 03:00,0,0,0,-0.028,-0.0092,0
11/01/90 04:00,0,0,0,-0.028,-0.0092,0
11/01/90 05:00,0,0,0,-0.028,-0.0092,0
11/01/90 06:00,88.122,76.842,72.214,70.415,23.202,0.7617
11/01/90 07:00,178.8,159.23,153.47,150.36,49.63,0.8016
11/01/90 08:00,306.06,276.39,266.37,260.81,86.295,0.8123
11/01/90 09:00,451.41,412.32,391.64,382.5,126.9,0.8077
11/01/90 10:00,593.22,547.8,504.6,491.63,163.5,0.79
11/01/90 11:00,656.63,608.01,540.73,526.27,175.16,0.764
11/01/90 12:00,616.59,571.11,518.61,504.97,168,0.7807
11/01/90 13:00,544.2,500.41,463.95,452.3,150.31,0.7923
11/01/90 14:00,427.35,388.37,364.9,356.49,118.22,0.7952
11/01/90 15:00,349.69,318.74,301.68,295.08,97.725,0.8044
11/01/90 16:00,391.1,357.16,337.03,329.27,109.16,0.8026
11/01/90 17:00,300.75,265.94,251.83,246.22,81.515,0.7804
11/01/90 18:00,167.3,125.6,117.88,115.22,38.055,0.6565
11/01/90 19:00,0,0,0,-0.028,-0.0092,0
11/01/90 20:00,0,0,0,-0.028,-0.0092,0
11/01/90 21:00,0,0,0,-0.028,-0.0092,0
11/01/90 22:00,0,0,0,-0.028,-0.0092,0
11/01/90 23:00,0,0,0,-0.028,-0.0092,0
12/01/90 00:00,0,0,0,-0.028,-0.0092,0
12/01/90 01:00,0,0,0,-0.028,-0.0092,0
12/01/90 02:00,0,0,0,-0.028,-0.0092,0
12/01/90 03:00,0,0,0,-0.028,-0.0092,0
12/01/90 04:00,0,0,0,-0.028,-0.0092,0
12/01/90 05:00,0,0,0,-0.028,-0.0092,0
12/01/90 06:00,14.352,13,9.8693,7.4022,2.4357,0.4917
12/01/90 07:00,31.551,28.42,24.613,23.101,7.6041,0.6979
12/01/90 08:00,94.072,84.507,79.926,78.037,25.719,0.7908
12/01/90 09:00,98.899,88.857,84.145,82.2,27.093,0.7923
12/01/90 10:00,232.95,210.14,203.75,199.59,65.954,0.8167
12/01/90 11:00,201.38,181.63,175.41,171.84,56.751,0.8134
12/01/90 12:00,333.62,302.36,291.8,285.51,94.527,0.8158
12/01/90 13:00,382.68,349.89,335.74,328.19,108.76,0.8175
12/01/90 14:00,491.82,451.35,428.44,417.92,138.79,0.81
12/01/90 15:00,452.36,414.44,394.76,385.29,127.87,0.8119
12/01/90 16:00,412.26,376.87,358.53,350.06,116.11,0.8094
12/01/90 17:00,207.15,184.63,176.75,173.11,57.184,0.7966
12/01/90 18:00,86.077,72.969,67.715,66.01,21.752,0.731
12/01/90 19:00,0,0,0,-0.028,-0.0092,0
12/01/90 20:00,0,0,0,-0.028,-0.0092,0
12/01/90 21:00,0,0,0,-0.028,-0.0092,0
12/01/90 22:00,0,0,0,-0.028,-0.0092,0
12/01/90 23:00,0,0,0,-0.028,-0.0092,0
13/01/90 00:00,0,0,0,-0.028,-0.0092,0
13/01/90 01:00,0,0,0,-0.028,-0.0092,0
13/01/90 02:00,0,0,0,-0.028,-0.0092,0
13/01/90 03:00,0,0,0,-0.028,-0.0092,0
13/01/90 04:00,0,0,0,-0.028,-0.0092,0
13/01/90 05:00,7.6361,6.8825,4.2765,0.1757,0.0578,0.0219
13/01/90 06:00,115.13,86.621,82.685,80.627,26.58,0.6676
13/01/90 07:00,334.72,281.02,271.82,266.08,88.082,0.7578
13/01/90 08:00,581.45,530.32,482.12,470.15,156.27,0.7708
13/01/90 09:00,823.96,770.28,630.05,612.09,204.09,0.7081
13/01/90 10:00,1019.2,958.05,720.66,698.62,233.41,0.6534
13/01/90 11:00,688.92,642.5,557.88,542.77,180.72,0.751
13/01/90 12:00,715.41,663.89,571.34,555.62,185.06,0.7403
13/01/90 13:00,614.99,569.43,517.97,504.3,167.78,0.7817
13/01/90 14:00,529.74,486.96,453.63,442.27,146.96,0.7959
13/01/90 15:00,379.02,345.75,327.72,320.38,106.16,0.8058
13/01/90 16:00,269.08,243.17,232.63,227.81,75.332,0.807
13/01/90 17:00,178.83,159.96,152.78,149.64,49.4,0.7977
13/01/90 18:00,73.817,64.597,59.533,57.921,19.081,0.748
13/01/90 19:00,0,0,0,-0.028,-0.0092,0
13/01/90 20:00,0,0,0,-0.028,-0.0092,0
13/01/90 21:00,0,0,0,-0.028,-0.0092,0
13/01/90 22:00,0,0,0,-0.028,-0.0092,0
13/01/90 23:00,0,0,0,-0.028,-0.0092,0
14/01/90 00:00,0,0,0,-0.028,-0.0092,0
14/01/90 01:00,0,0,0,-0.028,-0.0092,0
14/01/90 02:00,0,0,0,-0.028,-0.0092,0
14/01/90 03:00,0,0,0,-0.028,-0.0092,0
14/01/90 04:00,0,0,0,-0.028,-0.0092,0
14/01/90 05:00,0,0,0,-0.028,-0.0092,0
14/01/90 06:00,103.57,80.025,76.281,74.347,24.503,0.6843
14/01/90 07:00,288.64,243.13,236.65,231.77,76.658,0.7654
14/01/90 08:00,502.33,457.58,434.22,423.87,140.74,0.8044
14/01/90 09:00,695.43,648.07,566.29,550.97,183.46,0.7552
14/01/90 10:00,848.08,795.86,645.01,626.33,208.92,0.704
14/01/90 11:00,964.53,908.87,698.82,677.69,226.33,0.6698
14/01/90 12:00,1002.6,945.2,713.19,691.31,230.97,0.6573
14/01/90 13:00,985.56,928.88,703.47,681.95,227.82,0.6596
14/01/90 14:00,872.7,819.61,649.16,630.01,210.24,0.6882
14/01/90 15:00,722.72,676.11,574.43,558.32,186.04,0.7364
14/01/90 16:00,510.75,470.33,433.56,422.45,140.39,0.7884
14/01/90 17:00,322.97,284.66,267.94,261.77,86.723,0.7726
14/01/90 18:00,122.4,92.166,85.643,83.619,27.588,0.6512
14/01/90 19:00,0,0,0,-0.028,-0.0092,0
14/01/90 20:00,0,0,0,-0.028,-0.0092,0
14/01/90 21:00,0,0,0,-0.028,-0.0092,0
14/01/90 22:00,0,0,0,-0.028,-0.0092,0
14/01/90 23:00,0,0,0,-0.028,-0.0092,0
15/01/90 00:00,0,0,0,-0.028,-0.0092,0
15/01/90 01:00,0,0,0,-0.028,-0.0092,0
15/01/90 02:00,0,0,0,-0.028,-0.0092,0
15/01/90 03:00,0,0,0,-0.028,-0.0092,0
15/01/90 04:00,0,0,0,-0.028,-0.0092,0
15/01/90 05:00,0,0,0,-0.028,-0.0092,0
15/01/90 06:00,101.46,74.516,71.143,69.232,22.818,0.6505
15/01/90 07:00,298.17,249.37,243.31,238.25,78.823,0.7617
15/01/90 08:00,518.56,472.37,445.3,434.59,144.34,0.7989
15/01/90 09:00,720.82,672.45,581.42,565.46,188.35,0.7478
15/01/90 10:00,883.14,830.81,664.39,644.86,215.19,0.6961
15/01/90 11:00,993.09,937.41,714.96,693.06,231.54,0.6653
15/01/90 12:00,1040.3,982.66,734.3,711.4,237.79,0.6519
15/01/90 13:00,1028.6,970.72,726.79,704.15,235.35,0.6526
15/01/90 14:00,950.18,896,690.37,669.3,223.56,0.6715
15/01/90 15:00,811.01,761.89,622.73,604.52,201.66,0.7105
15/01/90 16:00,617.83,571.81,506.75,492.84,164.06,0.7604
15/01/90 17:00,392.19,344.28,323.01,314.9,104.52,0.7654
15/01/90 18:00,161.35,114.01,107,104.37,34.488,0.6166
15/01/90 19:00,0,0,0,-0.028,-0.0092,0
15/01/90 20:00,0,0,0,-0.028,-0.0092,0
15/01/90 21:00,0,0,0,-0.028,-0.0092,0
15/01/90 22:00,0,0,0,-0.028,-0.0092,0
15/01/90 23:00,0,0,0,-0.028,-0.0092,0
16/01/90 00:00,0,0,0,-0.028,-0.0092,0
16/01/90 01:00,0,0,0,-0.028,-0.0092,0
16/01/90 02:00,0,0,0,-0.028,-0.0092,0
16/01/90 03:00,0,0,0,-0.028,-0.0092,0
16/01/90 04:00,0,0,0,-0.028,-0.0092,0
16/01/90 05:00,0,0,0,-0.028,-0.0092,0
16/01/90 06:00,103.55,74.537,71.03,69.083,22.771,0.636
16/01/90 07:00,312.64,260.21,252.85,247.55,81.923,0.7548
16/01/90 08:00,552.28,503.16,464.17,452.83,150.46,0.7816
16/01/90 09:00,770.02,719.48,604.61,587.72,195.85,0.7276
16/01/90 10:00,941.59,886.49,689.19,668.6,223.22,0.6769
16/01/90 11:00,1062.8,1003.8,740.97,717.88,239.97,0.6439
16/01/90 12:00,1113.4,1052.1,759.02,734.75,245.73,0.6291
16/01/90 13:00,1099.9,1039.4,751.05,726.89,243.08,0.63
16/01/90 14:00,1013.2,956.41,712.63,690.26,230.67,0.6494
16/01/90 15:00,863.55,811.76,642.96,623.89,208.22,0.6887
16/01/90 16:00,658.65,610.15,528.4,513.7,171.09,0.7435
16/01/90 17:00,416.83,365.91,339.06,330.44,109.73,0.7557
16/01/90 18:00,173.07,120.97,112.76,109.95,36.347,0.6056
16/01/90 19:00,0,0,0,-0.028,-0.0092,0
16/01/90 20:00,0,0,0,-0.028,-0.0092,0
16/01/90 21:00,0,0,0,-0.028,-0.0092,0
16/01/90 22:00,0,0,0,-0.028,-0.0092,0
16/01/90 23:00,0,0,0,-0.028,-0.0092,0
17/01/90 00:00,0,0,0,-0.028,-0.0092,0
17/01/90 01:00,0,0,0,-0.028,-0.0092,0
17/01/90 02:00,0,0,0,-0.028,-0.0092,0
17/01/90 03:00,0,0,0,-0.028,-0.0092,0
17/01/90 04:00,0,0,0,-0.028,-0.0092,0
17/01/90 05:00,0,0,0,-0.028,-0.0092,0
17/01/90 06:00,93.62,75.785,71.475,69.652,22.951,0.7092
17/01/90 07:00,243.72,209.45,203.02,198.92,65.732,0.778
17/01/90 08:00,409.51,371.05,355.36,347.42,115.17,0.8087
17/01/90 09:00,567.46,523.6,485.7,473.48,157.39,0.7954
17/01/90 10:00,683.57,635.52,557.43,542.37,180.57,0.7564
17/01/90 11:00,751.54,701.46,592.1,575.59,191.79,0.7301
17/01/90 12:00,794.55,742.77,612.77,595.36,198.47,0.7143
17/01/90 13:00,741.73,688.73,582.83,566.61,188.78,0.7282
17/01/90 14:00,644.18,596.5,531.68,517.44,172.21,0.7657
17/01/90 15:00,536.35,494.26,456.99,445.43,148.03,0.7917
17/01/90 16:00,387.18,353.52,332.48,324.88,107.69,0.7999
17/01/90 17:00,231.46,206.09,195.54,191.49,63.286,0.7886
17/01/90 18:00,91.659,76.757,70.874,69.136,22.784,0.719
17/01/90 19:00,0,0,0,-0.028,-0.0092,0
17/01/90 20:00,0,0,0,-0.028,-0.0092,0
17/01/90 21:00,0,0,0,-0.028,-0.0092,0
17/01/90 22:00,0,0,0,-0.028,-0.0092,0
17/01/90 23:00,0,0,0,-0.028,-0.0092,0
18/01/90 00:00,0,0,0,-0.028,-0.0092,0
18/01/90 01:00,0,0,0,-0.028,-0.0092,0
18/01/90 02:00,0,0,0,-0.028,-0.0092,0
18/01/90 03:00,0,0,0,-0.028,-0.0092,0
18/01/90 04:00,0,0,0,-0.028,-0.0092,0
18/01/90 05:00,0,0,0,-0.028,-0.0092,0
18/01/90 06:00,89.517,72.05,67.631,65.859,21.699,0.7013
18/01/90 07:00,243.25,211.29,204.52,200.39,66.216,0.7853
18/01/90 08:00,409.56,371.03,354.7,346.78,114.95,0.8071
18/01/90 09:00,572.86,528.7,488.72,476.4,158.37,0.7927
18/01/90 10:00,676.95,629.2,552.63,537.78,179.03,0.7573
18/01/90 11:00,758.31,707.95,594.17,577.59,192.46,0.7261
18/01/90 12:00,798.69,746.74,613.21,595.8,198.62,0.7111
18/01/90 13:00,755.32,705.37,590.26,573.75,191.19,0.7241
